"","geneSymbol","meanNormCts","1229","1230","1231","1232","1233","1234","1235","1236","1237","1238","1239","1240","1241","1242","1243","1244","1245","1246","1247","1248","1249","1250","1251","1252","1253","1254","1255","1256","1257","1258","1259","1260","1261","1262","1263","1264","1265","1266","1267","1268","1269","1270","1271","1272","1273","1274","1275","1276","1277","1278","1279","1280","1281","1282","1283","1284","1285","1286","1287","1288","1289","1290","1291","1292","1293","1294","1295","1296","1297","1298","1299","1300","1301","1302","1303","1304","1305","1306","1307","1308","1309","1310","1311","1312","1313","1314"
"1","0610009B22Rik",8.94077041384941,0,0,0,0.565341900358797,0,0,0,0,0,0.229896598275308,0.144770889610792,0,0,0,0,0,0,0,0.126535092899918,3.74569180672546,0,3.97995531926548,0.143366591374357,0,0,0,2.19510698502075,0.175344256719838,0,0,0,0,0,0,0,0,0,0,0,0,0.555027033317082,0,0,0,1.19296372691987,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188006328077555,0,0,0.112884701867606,1.72530362176075,0.179981905832615,0,3.4752572170694,0,0,0,0.984284106749387,3.90369479109623,0,0,0,0,0.114121052013992,4.66504843388888,0.27475737592516,0,0,0,0,0,0,0,0
"2","0610009L18Rik",2.46308237588918,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508083020485428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04523357996407,0,0,0,2.88404689495878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589994917010599,0,4.55023835405963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38375868550541,0,0,0,0,0,0,0,0,0
"3","0610010K14Rik",4.50307790445442,2.89410017515135,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259335277902205,0,0,0,0,1.09938374457915,0,1.81571173867146,0,0,3.26707795762559,2.90992377163232,5.02307193548627,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87474597691217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4993468519113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.874261943396675,0,0,0.336541695039642,0,0,0,0,0
"4","1110002E22Rik",21.5908885019102,0.0774972082528387,1.4925690615452,0.0848360009510871,0,0,0,0.282493981374737,0,0,0,0,0.0463327999368579,0.656334746582925,0,0,0,0.058854719256346,0,0,0,0,0.0531759122450307,0,0,0,0,0,0,0.065984409437131,0,0,0,0,0.563106663644914,0,0,0,0,0,1.01182687031476,0.208436124178162,4.03835516489765,0,0.0876752519132418,0,0,0,0.196102433739142,0.959165447961511,0,0.123841532603723,0,0,0,5.40219098384974,0,0,0.0496683397680998,0,0,0,0.48590242407527,0,0,0.0558174546929647,0.14549121149863,0,0,0.201280286341278,2.40292694175296,0,0,0,0,3.05388258717164,1.04032419347993,0.0795579894365471,0.704728104104423,3.26646511534309,0,0,0.0677656431220433,0,0,0.824008985970271,0
"5","1110004F10Rik",7.1238569958684,0,0,0,0.1379610892281,0,0,0,3.428590584529,0,0,0,0,0,0,0,0,0,4.80388632584176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92717798258198,0,0,1.43279192258107,2.96916150236638,0,0,0,0,0,0,0,0,0,0,0,0,0.359760836545193,0.903045779260505,0,0,0.145559056519151,0,0,0,0,0.633554875820586,0,0,5.03017901996222,0,0.156046371031772,0,0,0.339852301947479,0,0,2.02762804823115,0,0,0,0.942262471842987,0,0,0,0,0,0,0,0
"6","1110008F13Rik",19.3096311670529,1.41470486368551,0.88045626165651,0,0.103051743679035,0,0,0,0,2.8010642827519,0,0.0688417157476847,0,2.04967951709246,0,0.120561059297066,0,0,0,0,0,0,0,0,0.110182178487496,0,0,0,0,0,2.4736980618663,0,0,0,0,1.6240942568116,0,0,0,2.16430640879104,3.21247160252356,0.0613608668275404,0,0,0,0.069879356522671,0,0,0.723516483964929,0,0,0,0,0,0.0493915373231277,0.715402556432467,0,0,0,0,0,0,0.623921564215884,2.06397515294709,0,0.22073076068848,0,0,0,0,1.01450248878234,0,0,0.0727833577849883,0,0,0,0.591810771333133,0.313644998672447,0,0,5.47377087332882,0,0,2.61697054831742,0,0
"7","1110008P14Rik",21.4410072567006,0,1.91155325473062,0,0,0,0,0,0,0,0.0510526339986034,0.0621435812727639,0,0,0.315332626080392,0,0,0,0,0.0541195408387601,0.0488158141984915,0.0449248232925267,0.105664467632981,0,0,1.82887139246266,1.47316171813011,0.699609138814421,0,0.129945319337086,0,0.0867121306794109,0.139711142320395,0,0,0,0,5.4716412300279,0,0.00266804478992613,0,0.0554538414486779,3.84506059739403,0.000112265634733487,0,0.342751354116105,0,0,0,0.865361093490287,0,0.00177354775318957,0,0,0,0,0,0,0.0983895846386019,0.0813951395497422,0.0710469867792732,0,0.306251417641064,0,0,0,0,0.00058147396618679,0,0.000658229027490684,0,0,0.17236245572413,0,0,0,0,2.60435525453679,0.149716914281329,0,3.84100711932194,0,0.660965728968634,0,0,0,0
"8","1110012L19Rik",4.01597207652375,0,0,0,0,0,0,0,0.276549070668039,0,0,0.304508191805961,0,0,0,0,0.354075804607137,0,0,0,0,0,0,0,0,0,0,1.14573767788284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.876297481117296,0,0,0,0,0.262420634321625,0,0,0,0,0,0,0.228161280149754,0,0,0,0,0,0,0,0,0,5.58340524966592,0,0,0,0.318218770766163,0,0,4.61959814055002,0,0,0,0,0,0,0,0,0,0,3.70910305760296,0,0,0,0,0
"9","1110032A03Rik",4.99036602855662,0,0,0,0,0,0,0,0,0,0,0,0.190918032778835,0,0.278837469172681,0,0,0.243887942656953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32257756059378,0,0.36285021012392,0,0,3.10136636623008,1.94788946441971,0,0,4.46449506526351,3.91507587360573,0,0,0,0,0,0,0,0,0,0,0,0,0.384746801762336,0,0,1.31961357931413,0,0,0,0,0,0,0,0,1.61886944064472,3.37617748882844,0,4.67634553988062,0,0,0,0.316587920821962,0,0,0,0,0,0,0,0,0
