"","geneSymbol","meanNormCts","1229","1230","1231","1232","1233","1234","1235","1236","1237","1238","1239","1240","1241","1242","1243","1244","1245","1246","1247","1248","1249","1250","1251","1252","1253","1254","1255","1256","1257","1258","1259","1260","1261","1262","1263","1264","1265","1266","1267","1268","1269","1270","1271","1272","1273","1274","1275","1276","1277","1278","1279","1280","1281","1282","1283","1284","1285","1286","1287","1288","1289","1290","1291","1292","1293","1294","1295","1296","1297","1298","1299","1300","1301","1302","1303","1304","1305","1306","1307","1308","1309","1310","1311","1312","1313","1314"
"1","1110059E24Rik",87.2037398738488,0,0,0,0,0,0,0,0.0278070659880537,0,0,0,0,0,0,0,0,0.0147970874987511,0,0.013495920798896,0.0360283358735219,0.0222664055119727,0.0160575336351554,0,0,0,0,0.0341210434454221,0,0,0,0.0432916790850477,0,0.0321083106833192,0,0.011045379768216,0.0238006599345453,0,0.0240654597724543,0,0,3.36380350527743,0.0181969207909351,0.0297369470278954,0,0.0157678561453145,0,0.0221290795865681,0.0103642557329289,0.0303389017991569,0,0,0,0,0.0438321406721587,0,0,1.44473115373788,0,1.84689545025441,0,0,0.0641159542430294,2.37233845795303,0,0,0.0188272948494114,0,0,0,0.34556215896524,0,0,0,0,0.0208894551050936,2.74345496197469,0,0.030702311721918,0.0678273856173164,0.0957756894626689,0.0426971632230314,0,5.96913064292779,0,0,0.0367558272611543
"2","1110059G10Rik",13.2295558228356,1.33976063872458,0,0,0,0,0.106242733427024,0,0.0896886930449279,0,0,0.0994110239980841,0,0,0,0.09360083221785,0,0,0,0,0.585012167394406,0,0.689536319030359,0,0.0812299155313424,0,0,0.0739367955705057,6.08536765573091,0.106183220733543,0.0730479191799373,0,0,0,0,0,0,0,0,0,0,0.251270319203437,0,0,3.06392849124892,0,0,0,0,0,0,0,0.137655028653082,0,0,0,0.593208823941941,0,0,0.129699761821455,0,0,2.49298079861896,1.58694840496229,0,0,0,0,0.0861184128402875,0,0.184971592013133,0,0,0,0.750460697135533,0,0.078104606473281,0,0,0,0,0,0,0.152806270881744,0,0,0
"3","1700123O20Rik",39.9510470785101,3.69594404686964,0,0,0,0,0.0360551613279231,0.0415561109569195,0,0,0.0276215173994971,0.0336837654500913,0,0,0,0,0,0.0346867244356322,0,1.69426336253256,0,0.0242841299692696,0,0,0.0274084746154811,0.0338165374450772,0,1.62428030545042,0.0411331219555775,0.0360344718551182,0,0,0.0388380620544874,0,0,0.0240012355361298,0,5.80412377102177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2318611109932,0,3.53048655262018,0.105301230808783,0.0442533806779368,0,0.0529354051456771,0,0.0692344780396347,0.0466009792133581,0,0,0.0353535426231696,0,0,0,0,0,0,0,0,0,0.0435397547511424,0,0.0459484883908762,0,0,0,0,0,0,0
"4","1810011O10Rik",163.761310834434,1.10406425647589,0.025027135715178,2.99191287280374,0.0373006182547397,0.015622185623287,0.0780135142015066,0.0102489189797192,0.036901583542199,0.362416693815901,0.0202672876682472,1.87508521148562,0.0843925240577324,0.0271369278213947,2.31464646081507,0.00779121056593368,0.0483866449642276,2.39357438645705,0.0146691774410221,0.0426844808171147,0.807015443550732,0.0178129986194791,0.763825076971737,0.0163656587908723,0.0201105727611841,3.648796790175,3.4936316129999,0.669469350863348,0.0101434748163787,0.00887429048270454,0.00604050850473001,0.0346833479523278,0,0.0154462258251484,0.0164181031085911,0,0,0,0,0,0.00665159406246274,0.0220053124080779,0.00971851466608737,0.00726294618022852,0.0236410253159998,0.711810109959151,0,0.023556014300655,0.0165217083563492,0.0162349973114761,0.00903932681503902,3.80909929583998,0.0345871584759771,0.0180723145727873,0,2.55171305525537,0,0.017533113862272,0.0132638070012589,0.0109218497603803,3.26874842336432,0.0643144832737782,0.0313942067734447,2.72916245843027,0.0412665353736555,0.00748394788807333,0.0200427985842468,3.02422157463074,0.136694051390128,0.0141691537813614,1.06248561982915,0.0247916295713565,0,0.0174980405320263,0.0225443240347505,0.0222370703757284,0,0,0.509737081293418,0.0226019547930959,0.359825550732995,0.0103851266826228,0.318791638938323,0.0129635838441902,0,0.00859332267657634,0
"5","1810013L24Rik",95.8278453567787,0,0.0425098001165838,0,0.0213658857566343,0,0,0.0174706444030122,0,0.0294470236783863,0.0230675472731936,0.0557416571997202,0.0520913562473899,0,3.74443181177852,0.0132891131737202,0,3.77637843373562,0.0125434155685409,0.0244692485062933,0,0.0202765350562218,0.0361567883018488,0,0.0228893508821562,0.0141947303417229,0,0,0.0512644515281335,0,0.0103074263707352,0.0394483695686523,0.0163190264190543,0.0132083739115985,0,0,0,0,0.0219160322615158,0,0.0337810886925662,0.914012174816782,0,0,0,0.0143558507410024,0,0.0201513959357863,3.10062741156961,0,0,0.0288449385679484,0.0393391442220071,0.030748226039993,0.0100895237186053,0,0,0.0149944817611358,0.0113409025382649,0.0186146946589158,0,0.0659079751480886,1.18552762682203,0.0147087444604489,0,0.0254200006423947,0,0.283558190191601,0.873576951676635,3.44298321742758,0.0923405120502676,0.0141744119157803,0.040392769006583,0,0.0192849525492131,5.31738961925072,0.0110376532625732,0.268290282517159,0.486722072936897,0,0,0,0,0,0,0.0291613848819924,0
"6","1810026J23Rik",26.6192479723493,0.12369619533001,6.34023767660807,0.0691880554244928,0.0382330849154099,0,0.053779675698724,0,0.819714073188899,0.069687457102177,0,0.0502626689037086,0,0,0.055282363892286,0,0,0.0942983368288347,0,0.0437495080754721,0.0775534488340645,0,0,0,0.0409422933191277,0,0,0,0,0,0,0,0.0579034281734497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.856135572720461,0.0336790088250271,0,0,0,0,0,0,0.107836240626439,0,0,0,0,0,0,1.97207936940507,0,0.0629889406300104,0,0,0,0,0,0,0,0.140406990040566,0,0.0682507095780121,0,0,0,0.508714609762228,0.133746238454244,0.153715663513311,0,0,0,0,0,0
"7","1810055G02Rik",9.57496921913387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44148393595232,0,0,0,0,0,0,0,0,0,0,0,0.125927557463399,0.109743415544885,6.35074264789028,0,0,0.19066026601175,0,0,0,0,0.133268860284357,0.147302916370352,0,0.18691599484638,0.100122647585786,0,0,0,0.143473213778672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168076195178079,0,0,0,0,0
"8","2300009A05Rik",16.2810971383128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070856273122743,0,0,0,0,0,5.48988220875602,5.41857579060887,0,0,0.168800221177093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0884393504528737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0735640755048178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9","2310033P09Rik",11.9292060773968,6.41785531372419,0,0.15006782513589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267677176010176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.716041512887608,0,0,0,0,0,0,0,0,0.293376146760383,0,0,0,0,0,0,0,0,0.114125001944249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30550671640936,0,0,0,0,0,0,0,0
