"","geneSymbol","meanNormCts","1","2","3","4","5","6","7","8","9","11","12","13","14","15","16","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","56","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","98","99","100","101","102","103","104","105","106"
"1","0610009B22Rik",36.8627091980677,1.03485516493158,2.34760695968971,0,0,0.0378914132995715,0.182370002391534,0,0,0.0126867453797859,0.031568398315047,1.48069094669388,0,3.57418095232374,0.347359645949723,0.0676948561607882,0,1.58535355770452,1.36111870754963,0,0.726050561717094,0,0,0,0.0215649128326999,0.166905433665279,1.1626152911005,0,1.27707328741769,0.0564563209310118,0.0840894880259589,0.0861535226307267,0,0.19388698293345,0,1.57360659138013,0.892401541100189,0.980676944989882,0,0,0.0874137896081114,0,0.486973391093489,0.0884656460001067,0.933853590697213,2.32789949550237,0,0,0,1.30548390458962,0,0,0.526740658295124,0,0,0,0.55876978955423,0,0.0627367863517582,0,0,0.0172078708103677,0,0.0222585582084462,0,0,1.2336148077797,0,0,1.50260918855653,0,2.26186064967218,0,0,0.270527095213292,0.263439636501495,0,2.41011260602272,0.0706142512849464,1.02456473997098,0,0.0569739515890767,0,0,0,0.0152346640347502,0.0776011253162463,0,0,0,0,0,0,0,1.89718279887675,0,0,0,5.61006627679928,0.183422930377828,0,0
"2","1110008L16Rik",18.4760525782234,0.0516749516682066,0,3.20899972081342,0,0,0,0,0,0.0982707000261788,0,0,0,0,0,0.364625495265699,0,0,0,0,0,0,0,0,0.0427101674065213,0,0,0,0.497755981013858,0,0,0,0.0948266205017787,0,0,0,0,0,0,1.83550861003291,0,0,0.0616990833080568,0,0,0,0,0,0,0,0,0,0,0,0,0.891013822889549,0,0,0,0,0,0.0341311123510775,0,0,0,0,3.04387482448327,0,0.960754683206374,0,0,0.529841097898474,0,0,0,0,0,0,0,0.18032746535929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.31616831298177,0,0.146248533382467,0,0,0.383282006305673,0.448236053902529,0.176881529233946
"3","1110032F04Rik",9.70555768231779,0,0,0.967633362744033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190943336375403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0981484679961832,0,0,0,0,0,0,0,0,0,2.14301744711134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6060811032667,0
"4","1110059G10Rik",37.0476792764565,0,0.139223508769732,0.0170973384903578,0,0.0377046813468884,0,0.430551688432989,0.252102210854972,0.551676928733813,0.548196268800484,1.48112072871144,1.45588224995516,0.220133311111131,0,0,2.00092572304039,1.21965969347153,0.0351210524414148,0.290588884040736,0.25344601187288,2.26187722249808,0.216975980023213,0.0184098286567945,0.0426015963026659,2.06105855114908,3.76061656588987,0.227412623714863,0.0267004530202377,0.905811695831641,0,0,0,0.0225680186257003,0.369034829411401,0.27887322082149,0,0.0464285527274533,0,0.352770095595382,0.086990250504853,0,0,0.849814322330734,0.294674516153071,0,0,0,0.0447078422302263,5.75941978197283,0.133966413046255,0.219457721000238,0.0539841663923411,0,0.0980462106585841,0.176589125701356,0,0,0,0.0233492277716789,0,0,0,0.128059452589009,1.89969554566304,1.67899501386686,0,0,0,0,0,2.85472185748475,0,0,0.269294971301352,0,0.107063021271319,0.0671950821006058,0,1.44715015776045,0,0.430138789725889,0,0,0.253272000593527,0.144866245006561,0.0772238681538274,0,0,0,0,0,0,0,0.373812296264536,0.196942359172614,0,0,0,0.0482067667939347,0,0
"5","1500011K16Rik",31.325965066674,0,0,0.632136660093568,0,1.15141706256044,0,0,0.537677351291049,0,0,0.0323294812554386,0,0.764320185044097,0.153313778407211,0.593388430254702,0,0.29569368623055,0,0.386151817063274,0.489322018947984,0,1.34227269291421,1.52773795862802,0.256936862043162,0.194497311392743,1.99285395320377,1.14503062164625,0.460014759295424,0.0334842802272116,1.89496255913773,1.72996524693437,2.76766425848169,0.600138087464611,0.28418639149635,0.575682564933524,1.08283581528537,1.61488627898785,0,0.218847117040422,0.0262703694618426,0.612183341183095,0.0842438671254782,0.416701433456267,0,0.358708554830113,0,0,0,0.922766436209749,0,0,0.0321657215219364,0.120307787988331,0.115256401939721,0,0,0,0,0,0,0.0202280659158028,0.361137434405702,0,0,0,0,0,0,0,0,0.58655814327685,0.515177841892198,0,0,0,5.49195119207225,0,0,0,0,0.0226168910009501,0,0,0,0,0,0,0,1.38526339765835,0.0254189287997104,0,0,0,0.906497053610073,0,0,0.0835171226697893,2.94704978099435,0.110722237230611,4.0607512742322,0.1740487771848
"6","1500015O10Rik",12.9401160836469,0,0,0,0,0,0.468692120197814,0.0237428538912465,0,0,0.171261374692409,0.0390409774346895,0.0427364825225434,6.27820637330308,0.0277027855808129,0,0,0.13766588939026,0,2.29294514280941,0.0434101015097455,0,0,0,0,0,0,1.16241788811627,0,0,0,0,0,0,0,0.0481220863455683,0,0,0,0,0,0,0,0,1.76454479028344,0.0461982753923227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99017648647483,0,0.963792613611291,0,0,0,0,0,0.0635774366216619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219240912991052,0,0,0
"7","1700017B05Rik",39.5649081954434,0,2.90961229132671,0.0318553055540879,0.0410967869034003,0,0,1.92613800668663,0,2.84733043535032,0,0,0,0,0,0,3.70373041907336,2.17640337002836,0.0165497703237994,0.0124661950622983,0.0143419629821929,0.0919725790986364,0,0,0.576375102253646,0,0,0,0,0,0,0,0.0450589027560324,0,0,0,0.220817718800555,0,0,1.13728096259355,0.0208391586395343,0,0,0,0.0263770627164802,0,1.88985327066152,0,0.498358247990875,0,0,2.4937449312452,0,0.048833858343948,0,3.47792258212967,0,0.213198301578003,0.0585377204076477,0,0.333592274545651,0,0.104429321451394,0.0207492240044739,0,0.330837702104035,0,0,0.0210967061482219,0,0.633856445701414,0,0.359708999323624,0,0,0,0.100483002676706,0.467925877983436,0,0.804129426033696,0,0,0,0,0,0,0,0,0,1.0702053138075,0,0.028542134278761,0,5.53630309907226,0.0651022528347793,0,0,0,0,0,0.594990713833977,0
"8","1700027J19Rik",52.7015180427554,2.02419031660376,0,0.470407866894714,0.0309618367964783,0,0,0.67709728114532,0.0113463006971258,0,1.93216005500256,0.273565176482457,0.0316022463034983,0,0.373111025827557,0.0120689893815379,1.43425026510933,0,0.492720111105905,0.176709451636793,0.427623390976836,0,0,0,0.0151176504040501,0,0.906836493333053,2.02592605727186,0.0373998726270228,0,0,0,0,0.249034078053111,0.0154756253764046,1.23725140235705,0.10170316828195,0.648104748528167,0,0,0.0156727957257521,0,0,0.0158661643466876,1.33555715066091,0,0.18916230179866,0,0,0.0503215273333651,0,0.174186738076263,0,0.072714043279383,0.136020905452099,0,0,0.0837638656735215,0,0.32462067074761,0.982954455151526,0.223863574223951,0,0,0.664628963204543,0,0.0420034326541855,0,2.22388812604542,0.051979099706282,0.534760725435935,0,0,0.0170804522953039,0.194418628524096,1.39770930031116,6.15343330255867,0.221487967141588,0,0.0167375132821206,0,0.869063930632781,0,0,0.0425399966220868,0.161959592301428,0,0,0,0.10261112088513,0.781118918289656,0,0.139936889452959,0,0,0,1.0071019806175,0.191185126487283,0,0,0,1.26444623159431
"9","1810011O10Rik",142.586563530436,0,0.012603728144739,0.00446185152718364,0,0,0,0,0.00420411689604182,0.199657318844912,0,0,0,0.00514005336913805,0.00253616544339268,0.977282535336423,1.72001261477209,0.393399125640785,0,0.00346993066863039,0.962064577886878,0.0261138117566788,0,0.00959601471823786,0.00560611707408247,0.13109414015792,0,0,0,0,0,0,0.0126446630993394,0.0369517897298936,0,0,0,2.06871364457661,0.011757436794172,1.713999162661,0.381602480961064,0.0547910104556023,0,0,0,0,0.192072063563992,0.00777834730380975,2.09737833216797,3.40289867941151,0.354011899889839,0.00682673664960035,0.00712846776876189,0.0137169425230927,0.0517806079642149,0.00884711679549163,0.574488327106476,0.151177379016733,0.0961837460831178,0.807656130910034,0.282803772250457,0.0044684372289647,0.0443874460798169,0.0172932251887246,0.0193711411047877,0.192872452581804,0.0915514664255126,0.110722466880869,0.0117459004563358,0,0,2.18611873246737,4.38940058620373,1.52146217788057,0.565490119486007,0.0062133783576081,0.0285907598499733,0.0349659079974075,0.0369428619560796,0.060919396484709,0.380244076931877,0.00499936325839494,0.552457254827945,3.83600151876153,0,0.365324920574715,0.0605460001242545,0.237758097763579,0.521221816334544,0,0.0112241676244695,0.194278409626864,2.36474822496891,0.090858006184466,0.0543965459439366,0.250984563982581,4.78432918214833,0,0.021329645878309,1.38773835877625,0.0665568380622492,1.12266903565434
