"","geneSymbol","meanNormCts","1155","1156","1157","1158","1159","1160","1161","1162","1163","1164","1165","1166","1167","1168","1169","1170","1171","1172","1173","1174","1175","1176","1177","1178","1179","1180","1181","1182","1184","1185","1186","1187","1188","1189","1190","1191","1192","1193","1194","1195","1196","1197","1198","1199","1200","1201","1202","1203","1204","1205","1206","1207","1208","1209","1210","1211","1212","1213","1214","1215","1216","1217","1218","1219","1220","1221","1222","1223","1224","1225","1226","1227","1228"
"1","0610009B22Rik",33.8154827773747,0,0,0.222682770206163,0.0359134664441335,0.667656740007402,0,0,0,0,0,0,1.30965356158914,0,0,0,0,0,1.7292900845403,3.66621446952451,0,1.6836181413964,0,0,0.23313372454893,0,0.374828547936838,0,0,0,0,0,0,0.157043037939055,0,0,0.181220468522461,0,0.441103758490381,0,0.257611070136415,1.27707863089275,0,0.0486530836414855,1.01386458797744,0.103705968778376,0.283902058186964,0,0,0.704132458392042,0,0,4.02471083358691,0,0.0764581455930639,0.0738240727200595,0.163138815441469,1.45132986681386,0,0,0.00864481919261885,0,4.43171397559287,3.14102322125974,0,0,0,0,2.31757377119774,0.279293162950216,0,0,0,0
"2","0610009O20Rik",35.7075997484957,0.152256180636857,1.65794322853275,0.044899764210144,0.252126040953037,0.0345407722009074,0,0.057601108038886,0.041468910917064,0,0.0640089549040163,0.602266841617154,0.617975990706851,0.537944467364579,0,0,0.0335101148157413,5.26564205793803,0,0,0.0719621732367364,0.504894164466966,0,0,0.476642955005088,0,0,0.0241566619385681,0,0.0440452276587027,0.0755934023536626,0.0149244779732449,0.357122350897687,4.22390855836662,0,0,1.29726786696559,0,0.631934483758708,0.0417074630839752,0,0.0821722824423921,0,0.0232421298127025,0.146988304512217,0,1.28789402763424,0,1.24345819534648,0.0862907588242327,0.0152578506204608,0,0,0,0,0,1.0934028032104,0.0440360166747021,0.167945871438122,0.00947194617428514,0.0563637021259107,0.518235604900907,0,0.12631640756315,1.7998082503548,0,0,0,0.244690901252849,1.85983496465113,0.201726444597899,0,0.038930575545385,0
"3","1110008F13Rik",24.632264980133,2.05184857640871,0,0.921120477605158,1.62113321451755,0,0,0,1.49349652892658,2.19094853873786,0,1.22997825904041,0.151514737728838,0,0.409216003511589,0.726888124135135,0.0607138177022403,1.80388603438286,0,0,0,0,0.0453013656005008,0,0,0,0,0,0,0.0320580684671681,0,0,0.194684945772742,0,0.241960833846295,0,0.156834163517778,0,0,0,0,0,0,0,0,0.666125211599307,0.809420264778742,0,0.247474624635379,0,0.0220659554915793,0,2.82856850629978,0.054605812081357,0,1.14227060184585,5.30596116099264,0,0,0,0.178889645409782,0,2.77669621913663,0,0.101120959891633,0.187910319997004,0.0610912949059562,0.0327555657926666,1.63320020307542,0,0,0,0.110096469983596,0.184794884890728
"4","1110038F14Rik",26.268637503136,0.514689110726532,0,1.03757340664248,1.24048741232312,0,0,0.077749499942033,1.07717816228851,0,0,0,0,0,0,0.386401965949567,0.316027127772145,0,0,0.186654167794532,0.0969676689874459,0.650381406544788,0.0838236680346396,0.239498003793634,0,5.27532630510959,0.363385564805583,1.33047397448256,0.295837093011329,0.0448905926794373,0.690856703385186,0.406106846937236,0.288872723371538,1.45777879778801,0,2.28567511886187,0.331639273585662,0,0,0.11068612189281,0,0,0.0747098266552071,3.05053635053852,1.4781904769146,0.417701860688917,0.489947952622433,0.0352750794436862,0.306642728604264,0.0784138910807618,0.176414380522343,1.92914619753358,0,0,0.275230909670336,1.13728180748476,0.206787917926909,0,0,0.0754965517945102,0.414332899513642,0,0,0.903561299540373,1.23678603654902,0.269996031687154,0.057360316806392,0.229303541785158,0.0397242475594726,1.88391103874436,0,0,0.103478146206291,0
"5","1110059E24Rik",53.7587143395507,0.54698632391893,0,0.44036621271303,0,1.9489556132672,0,0.345466747538433,0.0814872261053507,0,0,0,0,0.0841084958525916,0.019880528534342,0,0,0,1.00919592829609,0,0.0912411184154116,0,0.904884128231892,0,0,0.0340908542037265,0.597612827956418,0,2.77204092961027,0,0.222910216000898,0,1.4054130320072,2.30076649562492,1.53773145791619,0,0,0.565827604903215,0.0441331744848263,3.55750800996074,2.16296542884185,0,0,0,0,0.760299125727564,0.615423981643056,3.04789124203842,0.631324430595788,1.33320614472494,0.824246351697014,0.0156272130440687,0,0,0,0.724434886054277,0.104748686380406,4.18507618604409,0.215341378912203,1.55132369659882,0.00544383334124792,0.0828445271107669,0,0.0851231089230661,0,0,0.0283135176518752,0.0448368678972656,1.89851705939462,2.13664257062512,0,0,0,0.617298058178678
"6","1700017B05Rik",30.7527553933474,0,0,0,0.321286587250304,0,0,0,2.45585775912253,0,0,1.63483238780703,1.23879285478548,0,0,0.336107710771369,0.0130622285474859,0,0.0836260942850266,0,0,0.216829848356842,1.56918070044056,0.206956759471386,1.10910202710357,0,0.113111344754923,0.0280111947213033,2.69404942177578,3.27822351199684,2.12447302673469,0.0173147145877229,0.0448279606525034,0.0360327340617071,0.0564287602342223,2.97246388387478,0.898895115799626,0,0.0194581156991723,0,0,0,0,0,0.0442320016131498,2.08308874082684,0,4.77427883370449,1.09960596042438,0,1.85485642992874,1.14954902486933,0,0.0439015151087161,0.163103560235111,0.299744775142847,0,0,0.193265976839097,0.0219013877238193,0.0189437023660646,0,0.112135737720582,0,0,0.0498525947602221,0.0491371961720691,0,0.0339996541753979,0.244330660903974,0,0,0.0451059107431747,0
"7","1700025G04Rik",72.030450235171,0,0.0780140426562282,0.110421941594169,0,0.116691939505559,1.22035246164086,0,0.193495607813563,0,0.0533070432638883,0.825189103613397,0.0981710222065746,0.123829426381171,0,0,0.801183166745879,0,0.0132920758113969,0.0709019339351396,0.26650683131392,1.80472733869407,1.12093521362581,3.64839884620219,0.19264170929154,0.619981142998088,0.0972982357592379,2.25453635386044,0.217798549176253,1.72836873097657,0.242556798913355,0.176229399074455,0.612196206114543,0.230096117692408,0.0251953715184381,0.236612848390409,0.161785120410272,3.06699172700771,0.105614035821502,0.836643186546713,0.220430048340792,3.3587098697561,2.92567246601414,1.38241748971079,0.00642324739170797,0.0409008256225008,0.0173912665768457,0.0175031677839086,0.0369603932926952,0.426391133323406,0.0251437941865688,0.671674511434268,0,0.018981402465788,0.960909136254309,0.0373405715399073,0.0789194309608688,0.0220112697787614,0,0.0487973010038537,1.42013483725282,0.0899812595430119,0,0.0645061166264518,0.227598910568147,0,1.51072668038679,0.856999308614904,0.153369976738803,0.142656012102354,0.860005362831948,3.70010498267586,0.183756173944449,0.0220710679067331
"8","1700040L02Rik",14.1147174812822,0,0,0,1.29236136929361,0,0,0,0,0,0,0,0,3.94529692806057,0,0,0,0,0,0,0,0,0,0.418003604820111,0,0,4.69362750392542,0,0,0,0,0,0,0,0,0,0,0,0.0420628011484593,0,0,0,0,0,0,0,0,0,0.0314483247021522,0,0,0,0,0,0,0,0,0,0,0.0238429765512442,1.22594696218956,0,0,4.96922783602656,0,0,0,0.263490016123604,0,0,0,0,0,0
"9","1700066M21Rik",33.1908328341134,0,0,0,0.206744093858915,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263488875764595,0,0.077275209925312,0,0,0,0.0182970121995532,0.0548191955786802,0,0,0,0,0,0,0.0952236838928939,0,0,0,0,0,0,0.0448213824962007,0,0,0,0,0,0.0109134065020695,0,0,0,0,0,0.0252269037161459,0.158529128312131,0.0407217408416008,6.19042165273176,0,0.314925619754193,0,0.179917626621061,0,0,0,0,0,0,0,0,0,0.0623841556185661,0,0,0,0,0
"10","1810009A15Rik",35.2548838165182,0,0,2.24646134474458,0,0,0.447404028707332,0,0,0,0,0.809326452959449,0.588248687907563,0,1.29418212044859,0,0.120773086388152,3.29577129350322,0,5.39935926491633,0,0,0,0,0,0,1.47860982729232,0,1.68468381782372,0.133929035329997,0.250367804664677,0,0,0,0.217183256970892,0.963143594839356,0,0,1.06449761988994,0.272567855015235,0.458432203826197,0,0,0,0,0.993792572584157,1.36085022102802,0,0.216368699605179,0.930560622235646,0,0,0,0,0,0.170233930183789,0,0.0445928426456803,0,0,0.454025175074175,1.29518171066345,1.17604817919088,0,0.651633199482167,0.331213341819177,0,0,0,0.0999879317600567,0.462457945127897,0,0,0.887323186620043
